x	y	feature
5078.5	2958.0789	Ano1
5080.1006	3428.2883	Ano1
5080.4683	3262.2615	Ano1
5083.0454	3092.2927	Ano1
5083.511	3110.4155	Ano1
5084.6143	3065.1023	Ano1
5084.7646	3114.1975	Ano1
5086.7393	3072.775	Ano1
5086.909	2942.688	Ano1
5088.811	3247.7266	Ano1
5089.577	2962.6938	Ano1
5089.966	3045.0554	Ano1
5091.019	3238.2722	Ano1
5091.25	3083.228	Ano1
5091.232	3210.2097	Ano1
5093.533	3136.7378	Ano1
5093.7163	3077.1248	Ano1
5094.5737	2981.7363	Ano1
5095.815	3141.1606	Ano1
5096.6533	3179.9312	Ano1
5096.6455	3122.078	Ano1
5096.629	3098.748	Ano1
5098.086	3030.849	Ano1
5098.022	3032.4604	Ano1
5098.4604	3094.8113	Ano1
5099.899	3106.3823	Ano1
5100.8223	3041.8481	Ano1
5101.4585	3098.696	Ano1
5106.3022	3197.9111	Ano1
5106.4155	3154.0925	Ano1
5108.21	2977.1118	Ano1
5108.7886	3056.691	Ano1
5110.722	2866.1392	Ano1
5110.619	3045.5186	Ano1
5114.27	3395.6797	Ano1
5119.2656	3050.8606	Ano1
5123.216	2905.9749	Ano1
5126.8125	3019.4592	Ano1
5129.536	3117.8945	Ano1
5130.4316	3035.8328	Ano1
5131.1323	3119.2083	Ano1
5131.282	3188.0264	Ano1
5132.526	3137.247	Ano1
5140.416	3229.6125	Ano1
5140.5537	3094.896	Ano1
5141.5674	3220.6472	Ano1
5145.2	3097.4045	Ano1
5152.578	3158.3994	Ano1
5152.6763	3087.045	Ano1
5153.385	3040.333	Ano1
5157.084	3132.8892	Ano1
5157.3096	3120.7476	Ano1
5157.286	3144.8071	Ano1
5157.738	3179.577	Ano1
5158.8774	3332.7324	Ano1
5159.117	3099.5752	Ano1
5160.215	3415.0593	Ano1
5160.7314	3010.1511	Ano1
5164.94	3114.2908	Ano1
5167.294	3052.6848	Ano1
5169.18	3028.4172	Ano1
5173.092	3010.7432	Ano1
5174.559	3073.8875	Ano1
5176.2773	3025.4048	Ano1
5181.7163	3295.752	Ano1
5183.981	3107.569	Ano1
5186.3613	3012.0493	Ano1
5188.461	3213.5854	Ano1
5190.073	3065.8792	Ano1
5200.0576	2702.1375	Ano1
5213.9004	3131.6816	Ano1
5217.0693	3213.833	Ano1
5229.602	3053.3188	Ano1
5230.7974	3109.6465	Ano1
5231.068	3081.4565	Ano1
5235.419	3118.5786	Ano1
5236.514	3053.686	Ano1
5241.7	3055.4712	Ano1
5244.486	2647.9805	Ano1
5245.044	3065.0906	Ano1
5245.87	2650.851	Ano1
5246.096	2646.9048	Ano1
5246.566	2648.436	Ano1
5256.5645	3049.9182	Ano1
5257.878	3270.779	Ano1
5261.401	3050.0654	Ano1
5262.0737	3176.3555	Ano1
5281.6387	3250.3354	Ano1
5281.9053	2741.651	Ano1
5315.5693	3153.5823	Ano1
5317.057	3190.4185	Ano1
5332.8467	3253.2864	Ano1
5339.2603	3288.7805	Ano1
5351.5576	3100.5593	Ano1
5366.787	3172.9626	Ano1
5382.69	3106.4993	Ano1
4853.6	3248.2175	Trp73
4867.6143	3058.8289	Trp73
4880.8438	3104.0247	Trp73
4884.516	3278.4824	Trp73
4920.332	2918.6992	Trp73
4921.0244	2869.604	Trp73
4924.6074	3135.9531	Trp73
4925.0967	3115.9636	Trp73
4927.5913	3298.6313	Trp73
4930.222	2766.0525	Trp73
4928.737	3161.9956	Trp73
4929.9805	2892.1687	Trp73
4930.012	3282.8228	Trp73
4931.306	3187.5823	Trp73
4935.2583	3157.5662	Trp73
4936.823	3068.7236	Trp73
4949.537	3228.3381	Trp73
4955.1553	2994.351	Trp73
4958.0195	2982.4807	Trp73
4958.3574	2988.0605	Trp73
4965.4463	2961.2126	Trp73
4987.4185	3267.6028	Trp73
4996.3047	2829.4282	Trp73
4999.921	2813.8127	Trp73
5003.744	2747.388	Trp73
5006.6963	2899.8005	Trp73
5042.5635	2795.2676	Trp73
5044.5303	2848.9329	Trp73
5098.9487	2834.085	Trp73
5181.9756	3194.4517	Trp73
5189.5186	2734.3438	Trp73
5293.781	2886.3027	Trp73
5358.5566	3029.078	Trp73
5404.129	2894.5051	Trp73
5427.58	3082.2546	Trp73
4826.436	2878.713	Spag16
4825.793	2983.5234	Spag16
4828.4805	2841.8813	Spag16
4830.4277	2998.184	Spag16
4832.4175	2996.7476	Spag16
4833.1616	2991.7725	Spag16
4836.2754	2693.5803	Spag16
4841.0854	2905.205	Spag16
4843.4917	2670.3833	Spag16
4845.038	2857.1216	Spag16
4845.2236	2895.7632	Spag16
4844.7725	3024.631	Spag16
4848.0454	2657.1462	Spag16
4846.3174	3025.1882	Spag16
4847.6875	2843.2925	Spag16
4850.121	2656.9592	Spag16
4847.268	3021.4497	Spag16
4850.6006	2691.365	Spag16
4848.8174	2895.2239	Spag16
4849.6772	2789.6086	Spag16
4850.284	2747.997	Spag16
4849.0444	3079.0813	Spag16
4849.8877	3031.1055	Spag16
4850.027	3026.7986	Spag16
4850.2095	3023.4214	Spag16
4850.64	3028.081	Spag16
4851.337	3260.4688	Spag16
4854.262	2778.832	Spag16
4852.7925	3042.4927	Spag16
4856.026	2701.6196	Spag16
4853.6763	3020.938	Spag16
4854.7246	2840.1055	Spag16
4855.202	2832.758	Spag16
4855.341	2855.2905	Spag16
4855.243	3268.0728	Spag16
4855.4844	3031.3423	Spag16
4857.018	2854.4338	Spag16
4856.2534	3038.2554	Spag16
4856.6465	3249.35	Spag16
4857.757	2825.4583	Spag16
4858.9995	2824.4675	Spag16
4857.9326	3254.102	Spag16
4858.331	3038.4287	Spag16
4860.507	2729.4575	Spag16
4860.442	2801.1765	Spag16
4862.638	2691.1738	Spag16
4862.8657	2686.3657	Spag16
4860.339	3250.0818	Spag16
4861.7305	3255.578	Spag16
4863.0913	2798.3738	Spag16
4861.9033	3040.2383	Spag16
4862.1055	3046.6858	Spag16
4862.4375	3054.8193	Spag16
4862.6226	3253.7107	Spag16
4863.419	3048.1155	Spag16
4866.453	2679.7205	Spag16
4864.8213	3245.4019	Spag16
4865.7344	2913.942	Spag16
4865.399	3041.9534	Spag16
4866.769	2874.9817	Spag16
4866.369	3043.3994	Spag16
4866.77	3058.231	Spag16
4868.6504	3264.6611	Spag16
4869.315	2886.6768	Spag16
4870.8076	2724.8972	Spag16
4869.8276	2925.3196	Spag16
4869.464	3159.5007	Spag16
4869.762	3137.3633	Spag16
4872.632	2707.342	Spag16
4870.7354	3250.9097	Spag16
4872.6626	2736.0635	Spag16
4870.925	3177.1533	Spag16
4871.2593	3250.2004	Spag16
4872.457	2870.4673	Spag16
4872.062	3262.9678	Spag16
4872.3154	3222.6934	Spag16
4873.3354	3273.217	Spag16
4874.4824	2821.0862	Spag16
4874.1143	3161.439	Spag16
4874.4644	3144.481	Spag16
4874.7954	3256.824	Spag16
4874.747	3004.2273	Spag16
4874.747	3216.806	Spag16
4874.7266	3149.906	Spag16
4875.248	3257.435	Spag16
4875.7705	3168.052	Spag16
4875.7734	3133.6172	Spag16
4878.207	2748.2202	Spag16
4876.53	3216.3828	Spag16
4878.497	2749.9336	Spag16
4877.6187	2860.5354	Spag16
4876.9087	3195.3643	Spag16
4877.455	2938.6724	Spag16
4877.044	3150.8513	Spag16
4879.4277	2708.5564	Spag16
4879.2285	2749.0613	Spag16
4877.501	3203.244	Spag16
4877.986	3187.5073	Spag16
4878.5913	3120.4272	Spag16
4878.875	3097.1226	Spag16
4879.0664	3182.7993	Spag16
4879.124	3123.7258	Spag16
4879.2295	3184.5386	Spag16
4880.7197	2797.2349	Spag16
4879.313	3099.2437	Spag16
4879.5356	3258.295	Spag16
4879.644	3116.929	Spag16
4880.021	3100.2168	Spag16
4880.0947	3120.0283	Spag16
4880.881	2911.2158	Spag16
4880.8438	3273.8179	Spag16
4881.958	2826.6394	Spag16
4880.78	3118.341	Spag16
4881.5723	3268.3647	Spag16
4881.6553	3274.6504	Spag16
4881.468	3096.1724	Spag16
4883.7656	2716.3057	Spag16
4882.302	3221.44	Spag16
4882.305	3185.3916	Spag16
4883.627	2808.338	Spag16
4883.035	2913.3645	Spag16
4882.493	3107.3145	Spag16
4883.2847	2914.2502	Spag16
4883.4014	3273.2622	Spag16
4883.425	3173.4644	Spag16
4883.8076	3264.9348	Spag16
4883.836	3231.8254	Spag16
4885.2227	3267.1345	Spag16
4886.152	2911.9236	Spag16
4886.161	3276.7356	Spag16
4887.687	2776.1323	Spag16
4887.019	3348.0562	Spag16
4887.4775	2861.6455	Spag16
4886.8896	3085.4636	Spag16
4887.0674	3266.8877	Spag16
4887.5767	3082.5305	Spag16
4887.77	3085.4778	Spag16
4889.2876	2840.5308	Spag16
4888.7544	3274.3286	Spag16
4891.417	2704.1143	Spag16
4890.8066	2852.4778	Spag16
4893.051	2706.596	Spag16
4891.288	3273.799	Spag16
4892.4424	3283.0378	Spag16
4895.099	2814.059	Spag16
4898.819	2711.2585	Spag16
4898.4077	3080.2222	Spag16
4900.772	2734.1797	Spag16
4900.6997	2749.1033	Spag16
4900.7036	2750.1604	Spag16
4899.8916	2919.824	Spag16
4901.4404	2753.3	Spag16
4900.165	3079.3008	Spag16
4903.093	2783.617	Spag16
4903.799	2747.1313	Spag16
4905.288	2735.3706	Spag16
4906.084	2725.7532	Spag16
4905.147	3277.2915	Spag16
4907.165	2749.976	Spag16
4907.8174	2756.8738	Spag16
4908.2373	2721.875	Spag16
4908.1675	2727.7786	Spag16
4908.2124	2757.5898	Spag16
4908.7646	2738.6606	Spag16
4908.7925	2737.6035	Spag16
4909.395	3278.367	Spag16
4910.2007	2863.8965	Spag16
4911.735	2714.8943	Spag16
4911.2456	2868.2974	Spag16
4912.597	2906.5037	Spag16
4914.9814	2744.9854	Spag16
4914.4395	3292.737	Spag16
4914.8047	3299.907	Spag16
4915.053	3303.5503	Spag16
4915.1055	3298.7058	Spag16
4916.2993	2890.936	Spag16
4916.5093	3186.0059	Spag16
4917.2524	3294.4297	Spag16
4917.9346	3132.1946	Spag16
4918.2695	3309.2139	Spag16
4919.3447	2902.1025	Spag16
4919.54	3307.0872	Spag16
4919.3765	3140.4429	Spag16
4920.2905	3108.918	Spag16
4920.704	3229.3455	Spag16
4922.1406	2784.6802	Spag16
4921.1157	3132.146	Spag16
4921.8955	3287.84	Spag16
4921.872	3126.0674	Spag16
4922.0347	3148.5547	Spag16
4923.826	3459.222	Spag16
4923.4287	3309.2593	Spag16
4923.4014	3294.3367	Spag16
4923.413	3290.6929	Spag16
4923.4966	3284.2903	Spag16
4923.5713	3297.0852	Spag16
4923.252	3117.0862	Spag16
4923.373	3136.2341	Spag16
4923.727	3176.4612	Spag16
4923.865	3070.587	Spag16
4924.1626	3289.7593	Spag16
4924.375	3174.9827	Spag16
4925.323	3300.6353	Spag16
4925.334	3294.776	Spag16
4925.432	3282.644	Spag16
4925.487	3298.1897	Spag16
4925.219	3174.7832	Spag16
4925.211	3100.459	Spag16
4925.646	3285.309	Spag16
4925.56	3178.7205	Spag16
4925.542	3166.762	Spag16
4925.9624	3307.3542	Spag16
4925.7583	3088.4575	Spag16
4926.8877	3308.4966	Spag16
4926.998	3166.5684	Spag16
4928.295	2779.548	Spag16
4927.535	3081.0994	Spag16
4929.497	2708.9517	Spag16
4927.686	3078.7075	Spag16
4928.3877	3308.6335	Spag16
4928.616	3290.6355	Spag16
4928.3784	3077.5337	Spag16
4928.583	3162.6165	Spag16
4928.5977	3132.562	Spag16
4929.0015	3303.9653	Spag16
4928.781	3164.7437	Spag16
4929.481	2909.4312	Spag16
4929.352	3281.8325	Spag16
4929.712	2904.1821	Spag16
4930.2534	2863.275	Spag16
4929.5234	3083.9434	Spag16
4931.793	2689.213	Spag16
4929.9463	3161.4556	Spag16
4930.126	3183.8054	Spag16
4930.6675	3071.8506	Spag16
4931.1123	3299.901	Spag16
4931.306	3061.2153	Spag16
4931.2944	3075.3616	Spag16
4931.7295	3275.2466	Spag16
4932.8364	2786.5935	Spag16
4931.6133	3178.5522	Spag16
4932.44	2893.6335	Spag16
4932.286	3159.3523	Spag16
4933.296	3298.5664	Spag16
4933.187	3157.1309	Spag16
4935.1934	2714.962	Spag16
4933.5054	3182.8975	Spag16
4933.798	3156.4517	Spag16
4933.857	3072.8289	Spag16
4933.955	3065.5737	Spag16
4934.1455	3064.9634	Spag16
4934.1875	3058.1633	Spag16
4934.3037	3069.9434	Spag16
4935.1084	3069.527	Spag16
4935.3135	3051.4146	Spag16
4938.136	2669.5398	Spag16
4935.987	3187.5503	Spag16
4936.516	3079.7163	Spag16
4936.7275	3051.1343	Spag16
4937.0273	3054.9246	Spag16
4937.576	2899.3848	Spag16
4937.032	3067.8923	Spag16
4937.178	3052.4575	Spag16
4939.5728	2667.6748	Spag16
4938.13	2892.1687	Spag16
4938.1533	3055.2844	Spag16
4938.825	2892.3406	Spag16
4940.017	2762.1042	Spag16
4938.665	3193.894	Spag16
4940.378	2897.1028	Spag16
4940.3867	2906.522	Spag16
4940.5967	3253.317	Spag16
4941.958	2765.7249	Spag16
4940.939	3254.1726	Spag16
4942.2554	2751.5352	Spag16
4941.0874	3255.8508	Spag16
4941.0415	3047.1724	Spag16
4943.7314	2666.4456	Spag16
4943.6426	2751.4917	Spag16
4944.2983	2723.6143	Spag16
4942.6978	3195.884	Spag16
4942.804	3030.1477	Spag16
4942.9814	3259.4966	Spag16
4944.1694	2778.253	Spag16
4944.532	3030.814	Spag16
4944.5625	3204.705	Spag16
4944.989	3207.9937	Spag16
4945.447	2905.0151	Spag16
4945.173	3257.4255	Spag16
4946.8433	2729.422	Spag16
4945.801	3208.2976	Spag16
4947.2856	2769.8381	Spag16
4946.208	3253.6323	Spag16
4946.3096	3217.8188	Spag16
4948.7524	2670.6006	Spag16
4946.7793	3035.368	Spag16
4947.1846	3257.5835	Spag16
4949.332	2669.6055	Spag16
4948.622	3212.3179	Spag16
4948.6616	3218.299	Spag16
4949.4595	3212.0205	Spag16
4949.395	3204.07	Spag16
4951.6265	2699.7214	Spag16
4950.035	3064.8125	Spag16
4951.371	3342.5657	Spag16
4951.4023	3223.0679	Spag16
4952.7505	2760.7915	Spag16
4952.319	3258.4563	Spag16
4952.2627	3230.288	Spag16
4954.0444	2702.125	Spag16
4953.111	3232.9253	Spag16
4953.3564	3003.4736	Spag16
4955.162	2727.3267	Spag16
4954.335	3259.1458	Spag16
4954.3486	3023.1653	Spag16
4954.385	3018.6565	Spag16
4955.624	2902.5989	Spag16
4955.6587	3229.1912	Spag16
4955.926	2996.3774	Spag16
4957.749	2690.1895	Spag16
4957.0664	2913.1394	Spag16
4956.8003	2995.7673	Spag16
4957.2603	2991.9783	Spag16
4957.6973	2894.5122	Spag16
4957.3823	2981.3325	Spag16
4959.033	2720.744	Spag16
4957.612	3223.0623	Spag16
4957.9736	3236.0215	Spag16
4958.7373	3239.7961	Spag16
4958.8975	3234.7212	Spag16
4958.885	3233.2346	Spag16
4960.5605	2723.0693	Spag16
4961.2744	2651.7886	Spag16
4959.282	3244.8416	Spag16
4959.978	2870.4036	Spag16
4959.8228	2987.5676	Spag16
4960.8706	2773.8918	Spag16
4961.106	2789.773	Spag16
4961.2505	2782.8545	Spag16
4960.1987	3233.4731	Spag16
4961.5054	2870.0498	Spag16
4961.5117	2986.2754	Spag16
4964.1553	2723.3398	Spag16
4964.0205	2797.3916	Spag16
4963.4697	3247.3818	Spag16
4964.465	3248.992	Spag16
4965.482	2812.5298	Spag16
4965.627	2811.3503	Spag16
4965.048	2958.0405	Spag16
4965.369	3260.7644	Spag16
4966.6953	2979.209	Spag16
4967.2544	2855.607	Spag16
4966.8022	2958.6594	Spag16
4967.6016	2811.1526	Spag16
4966.964	3246.962	Spag16
4966.936	3245.8472	Spag16
4967.4946	2960.1758	Spag16
4968.721	2766.6973	Spag16
4967.746	3262.5308	Spag16
4968.046	2961.4536	Spag16
4969.4326	2779.8093	Spag16
4968.8013	2974.7402	Spag16
4969.5312	2855.5718	Spag16
4969.2583	3258.8328	Spag16
4969.4497	2947.4836	Spag16
4970.125	2967.2056	Spag16
4970.814	2966.1704	Spag16
4970.8984	2942.4702	Spag16
4971.322	2864.5437	Spag16
4970.96	2947.8352	Spag16
4971.09	2961.1758	Spag16
4972.6216	2703.2246	Spag16
4973.0137	2720.3706	Spag16
4971.7017	3249.8977	Spag16
4971.9907	2950.8445	Spag16
4972.1	2941.0808	Spag16
4972.365	2969.1746	Spag16
4973.041	2847.706	Spag16
4976.2764	3258.5369	Spag16
4977.366	3254.8374	Spag16
4978.372	3263.8757	Spag16
4979.063	3267.196	Spag16
4979.9297	2926.5898	Spag16
4980.1006	3256.858	Spag16
4980.7495	2937.521	Spag16
4980.7686	3272.6594	Spag16
4981.5938	2934.2456	Spag16
4982.4443	2919.2568	Spag16
4982.9253	2927.5693	Spag16
4983.304	2923.2507	Spag16
4983.3335	3269.7961	Spag16
4983.509	2928.1807	Spag16
4985.2803	2803.0364	Spag16
4985.1753	2921.3154	Spag16
4986.0537	2759.392	Spag16
4987.647	3267.925	Spag16
4990.2705	3261.9763	Spag16
4991.5093	2761.2498	Spag16
4991.117	2916.31	Spag16
4990.94	3268.6064	Spag16
4992.65	2838.0586	Spag16
4994.7393	2909.5386	Spag16
4995.482	2813.3171	Spag16
4996.2915	2706.104	Spag16
4996.461	2833.7234	Spag16
4997.249	3305.063	Spag16
4997.9146	2915.292	Spag16
4998.718	2757.3088	Spag16
4998.8633	2739.837	Spag16
4999.6597	2700.7993	Spag16
4998.74	2908.3833	Spag16
4999.9326	2696.9185	Spag16
4999.1143	2910.1243	Spag16
4999.295	2912.602	Spag16
5001.296	2898.96	Spag16
5002.5747	2725.4395	Spag16
5002.0327	2903.8218	Spag16
5002.105	2899.62	Spag16
5003.1226	2750.7788	Spag16
5002.788	2897.7288	Spag16
5003.4307	2844.932	Spag16
5005.54	2764.813	Spag16
5008.0493	2990.1453	Spag16
5009.7734	2734.438	Spag16
5012.3076	2874.798	Spag16
5012.3584	2881.7104	Spag16
5012.747	2877.6956	Spag16
5015.1455	2876.03	Spag16
5016.6846	2728.4897	Spag16
5016.513	2890.786	Spag16
5018.7085	2783.8718	Spag16
5019.0127	2781.9126	Spag16
5019.3013	2738.2117	Spag16
5019.534	2836.1836	Spag16
5020.742	2736.6958	Spag16
5020.3223	2875.771	Spag16
5020.457	2873.8145	Spag16
5021.3955	2737.8574	Spag16
5021.0176	2822.94	Spag16
5022.789	2880.9224	Spag16
5024.2505	2778.477	Spag16
5024.455	2889.684	Spag16
5024.761	2869.4329	Spag16
5025.4595	2805.788	Spag16
5027.483	2872.9133	Spag16
5030.9478	2745.7388	Spag16
5030.605	2822.3262	Spag16
5030.785	2865.7893	Spag16
5031.7817	2746.4756	Spag16
5031.938	2779.9524	Spag16
5032.644	2865.1096	Spag16
5033.7188	2863.651	Spag16
5034.1553	2880.2158	Spag16
5035.368	2764.1763	Spag16
5034.9995	2868.2136	Spag16
5035.543	2759.7124	Spag16
5035.6055	2866.7258	Spag16
5035.6343	2876.1057	Spag16
5038.8696	2761.144	Spag16
5039.218	2801.7278	Spag16
5039.75	2847.8528	Spag16
5040.4424	2759.7554	Spag16
5040.9536	2760.7695	Spag16
5040.991	2801.775	Spag16
5041.2017	2757.3713	Spag16
5041.224	2790.741	Spag16
5041.4736	2836.185	Spag16
5041.9766	2807.2617	Spag16
5042.0405	2859.4438	Spag16
5042.3613	2794.1204	Spag16
5042.4175	2800.5022	Spag16
5042.4507	2861.3403	Spag16
5043.9487	2842.1333	Spag16
5044.5513	2810.2954	Spag16
5045.2646	2831.2627	Spag16
5045.3613	2838.1133	Spag16
5048.3154	2789.48	Spag16
5048.6567	2847.4077	Spag16
5052.164	2870.9915	Spag16
5064.0327	3095.5173	Spag16
5065.843	2925.6611	Spag16
5066.882	3058.9204	Spag16
5071.2554	2835.372	Spag16
5073.4004	3122.875	Spag16
5074.5063	2857.1912	Spag16
5081.0127	2977.226	Spag16
5093.285	3074.6172	Spag16
5113.305	3316.2017	Spag16
5127.6143	3014.8809	Spag16
5134.178	2959.2178	Spag16
5137.2627	3181.4463	Spag16
5138.2573	3215.6008	Spag16
5140.7686	2994.3264	Spag16
5142.3765	3127.0017	Spag16
5143.8613	3184.1282	Spag16
5144.602	2671.7556	Spag16
5148.3633	3312.762	Spag16
5157.535	3190.6763	Spag16
5173.815	3122.5698	Spag16
5205.9404	3100.1184	Spag16
5209.6494	3264.0474	Spag16
5218.3643	3051.414	Spag16
5221.2666	2821.3647	Spag16
5235.5493	2662.2722	Spag16
5246.8564	3067.81	Spag16
5252.0747	3288.8286	Spag16
5262.4043	3070.168	Spag16
5353.334	2875.0852	Spag16
5362.92	3092.1963	Spag16
5410.591	3149.8853	Spag16
4824.081	3082.6064	Chat
4824.8276	3008.776	Chat
4825.1465	3148.2742	Chat
4826.161	3229.8406	Chat
4827.417	3146.8853	Chat
4829.333	3044.3215	Chat
4829.4365	3157.1726	Chat
4830.8525	3038.1855	Chat
4831.147	3142.4316	Chat
4833.8853	3249.7507	Chat
4835.723	3145.3098	Chat
4836.837	3019.6467	Chat
4837.592	3056.2754	Chat
4838.999	3090.9548	Chat
4841.1875	3127.6228	Chat
4843.78	3155.454	Chat
4844.824	3107.8367	Chat
4845.6514	3253.4521	Chat
4848.8403	3227.739	Chat
4851.5093	3049.2976	Chat
4853.236	3226.4294	Chat
4854.247	3076.7537	Chat
4854.848	3077.5178	Chat
4856.7734	3212.491	Chat
4857.5405	3214.8774	Chat
4858.914	3206.9365	Chat
4861.0156	3216.895	Chat
4861.1694	3180.931	Chat
4861.2666	3084.3203	Chat
4861.631	3102.2146	Chat
4862.075	3139.2556	Chat
4862.75	3070.9873	Chat
4863.121	3113.9224	Chat
4863.792	3212.7227	Chat
4863.8438	3175.7039	Chat
4864.23	3127.0994	Chat
4864.3506	3137.4238	Chat
4864.474	3111.5476	Chat
4864.518	3194.9038	Chat
4865.3296	3162.8496	Chat
4869.16	3075.4917	Chat
4869.927	3126.942	Chat
4870.561	3200.1104	Chat
4871.2515	3199.5742	Chat
4873.786	3130.5076	Chat
4874.2905	3088.856	Chat
4881.5967	3105.6216	Chat
4887.4204	3124.7854	Chat
4918.6377	3125.8608	Chat
4924.172	3087.3936	Chat
4924.5146	3160.4473	Chat
4928.2793	3155.5493	Chat
4930.2163	3153.602	Chat
4932.7607	3127.8052	Chat
4933.6064	3127.8098	Chat
4935.346	3128.974	Chat
4936.8813	3185.8354	Chat
4936.994	3106.1616	Chat
4938.0825	3169.934	Chat
4939.5103	3165.2837	Chat
4940.6294	3079.3472	Chat
4940.867	3145.7678	Chat
4940.957	3080.3853	Chat
4941.8735	3078.3667	Chat
4942.3623	3142.6074	Chat
4942.5293	3144.6028	Chat
4942.967	3070.8677	Chat
4943.074	3069.0374	Chat
4943.3296	3150.8489	Chat
4944.9663	3164.415	Chat
4945.338	3149.0254	Chat
4947.424	3127.6206	Chat
4949.5024	3146.1174	Chat
4949.903	3048.2642	Chat
4950.2188	3087.6313	Chat
4950.505	3106.5776	Chat
4950.9756	3114.1758	Chat
4951.9243	3112.0745	Chat
4953.017	3151.4973	Chat
4953.6606	3059.6245	Chat
4956.25	3123.1123	Chat
4956.3057	3187.9453	Chat
4956.682	3114.6033	Chat
4960.5884	3109.3235	Chat
4963.6797	3138.4583	Chat
4965.6123	3139.0132	Chat
4966.511	3076.0305	Chat
4969.644	2993.9363	Chat
4969.609	3111.6091	Chat
4969.765	3028.265	Chat
4970.4717	3169.4958	Chat
4971.4604	3165.505	Chat
4972.0933	3199.2288	Chat
4972.775	3133.51	Chat
4975.2427	2993.6738	Chat
4975.5654	2978.2393	Chat
4975.6045	3241.1372	Chat
4977.0674	2976.8276	Chat
4976.92	3144.1384	Chat
4977.3926	3004.1904	Chat
4977.3926	3121.303	Chat
4979.7607	3142.538	Chat
4980.417	3112.5928	Chat
4981.2544	3098.2793	Chat
4983.819	3251.054	Chat
4983.7603	3101.1204	Chat
4984.3735	3080.1943	Chat
4984.7856	3054.3662	Chat
4985.151	3145.9888	Chat
4985.182	3091.26	Chat
4985.2734	3177.1748	Chat
4985.989	3062.4868	Chat
4986.4995	3169.5881	Chat
4986.866	3248.73	Chat
4987.126	3203.1946	Chat
4987.659	3207.3218	Chat
4987.5845	3176.9104	Chat
4988.5	3174.5513	Chat
4988.591	3150.087	Chat
4988.7744	3160.3135	Chat
4989.536	3080.9604	Chat
4989.92	3117.6357	Chat
4990.7344	3223.5205	Chat
4990.8135	3204.7654	Chat
4991.0645	3209.9004	Chat
4991.835	3119.7502	Chat
4991.92	3109.6155	Chat
4992.591	3248.887	Chat
4992.962	3153.433	Chat
4996.537	3182.0994	Chat
4996.745	3121.47	Chat
4998	3166.4714	Chat
5000.1406	3246.2693	Chat
5000.89	3258.8313	Chat
5001.1675	3254.6267	Chat
5001.3623	3196.289	Chat
5002.211	3130.6838	Chat
5003.6914	3120.3545	Chat
5007.742	3146.4146	Chat
5008.024	3211.3965	Chat
5008.585	3096.3772	Chat
5009.525	3201.6738	Chat
5010.092	3208.7275	Chat
5012.07	3226.089	Chat
5012.5566	3257.5798	Chat
5013.6587	3270.8638	Chat
5015.661	3261.169	Chat
5016.079	3111.4717	Chat
5016.8794	3146.4375	Chat
5017.6655	3040.6392	Chat
5018.033	3266.8594	Chat
5018.4683	3113.135	Chat
5019.319	3112.6777	Chat
5019.6494	3171.1982	Chat
5019.838	3267.2715	Chat
5020.1074	3277.3765	Chat
5019.99	3057.0078	Chat
5020.672	3111.6418	Chat
5021.292	3272.7886	Chat
5021.721	3222.019	Chat
5022.427	3062.2554	Chat
5022.9136	3068.9185	Chat
5024.585	3189.7842	Chat
5024.878	3226.5718	Chat
5024.9873	3072.5823	Chat
5025.559	3209.8958	Chat
5025.553	3074.2087	Chat
5026.0117	3224.933	Chat
5027.2744	3106.6067	Chat
5027.7314	3201.371	Chat
5028.3667	3279.1902	Chat
5028.4355	3188.858	Chat
5029.0747	3186.7227	Chat
5030.038	3253.3777	Chat
5030.531	3075.8538	Chat
5030.7764	3058.4758	Chat
5031.9507	3274.397	Chat
5031.907	3275.429	Chat
5032.4585	3069.343	Chat
5032.701	3187.0776	Chat
5033.6807	3068.4722	Chat
5033.913	3271.6904	Chat
5034.8105	3268.6848	Chat
5034.894	3271.1187	Chat
5034.8867	3258.1023	Chat
5036.2686	3228.5122	Chat
5036.477	3257.8574	Chat
5036.5933	3277.6638	Chat
5036.843	3221.9077	Chat
5037.519	3129.6746	Chat
5039.0166	2962.5007	Chat
5038.9717	3061.3223	Chat
5040.0283	3238.9753	Chat
5040.4326	3215.6262	Chat
5040.549	3203.1782	Chat
5041.6846	3037.8196	Chat
5043.16	3222.6023	Chat
5043.5	3289.056	Chat
5043.6655	3281.836	Chat
5046.1895	3154.8184	Chat
5046.493	3230.2812	Chat
5046.9785	3234.2712	Chat
5047.0903	3211.0964	Chat
5047.419	3268.013	Chat
5047.3345	3152.0386	Chat
5048.835	3149.5886	Chat
5049.2324	3227.5317	Chat
5049.3623	3160.9038	Chat
5049.5264	3142.9639	Chat
5049.7256	3225.5925	Chat
5051.8965	3236.0688	Chat
5054.0664	3259.1213	Chat
5054.2812	3165.0767	Chat
5055.521	2783.8547	Chat
5055.322	3110.6624	Chat
5055.3896	3162.363	Chat
5055.8096	3117.6777	Chat
5055.8613	3112.896	Chat
5056.314	3259.3916	Chat
5056.366	3182.7395	Chat
5057.51	3212.4065	Chat
5057.741	3123.2085	Chat
5058.629	3147.048	Chat
5060.0186	3204.7947	Chat
5060.79	3132.3884	Chat
5061.6045	3085.255	Chat
5062.174	3253.366	Chat
5062.9863	3266.4736	Chat
5063.4854	3116.9087	Chat
5063.5137	3203.022	Chat
