x	y	feature
4175.008	1188.848	Ebf3
4175.624	1137.6891	Ebf3
3624.6775	995.0496	Chat
3636.388	1065.2173	Chat
3684.3862	1273.0208	Ano1
3744.566	1476.5227	Ano1
3744.8835	1483.6409	Ano1
3758.9136	1722.8435	Chat
3775.9343	1450.8031	Ano1
3844.3762	1118.576	Ano1
3863.473	1385.716	Ano1
3879.7952	1043.695	Ano1
3880.224	1346.604	Ano1
3881.701	1022.89215	Ano1
3882.6196	1024.4124	Ano1
3883.8171	1021.04407	Ano1
3895.45	1423.6423	Ano1
3921.7615	1595.6191	Ano1
3948.2832	971.21783	Ano1
3951.248	973.21484	Ano1
3986.7124	1550.6788	Ano1
4020.9463	1182.6392	Ano1
4021.6882	1180.1586	Ano1
4024.537	1181.7795	Ano1
4031.0535	1517.3441	Ano1
4031.2625	1521.0282	Ano1
4032.4336	1523.8052	Ano1
4033.206	916.09106	Ano1
4034.4597	1520.7468	Ano1
4052.8462	1667.7424	Ano1
4059.0928	1100.4039	Ano1
4059.6218	1101.5667	Ano1
4064.6953	1339.1451	Ano1
4066.4312	1672.9722	Ano1
4069.2014	1673.2139	Ano1
4077.3823	1723.5958	Ano1
4092.4082	1331.7006	Ano1
4110.501	1253.7401	Ano1
4113.7705	1712.6714	Chat
4148.462	1745.8145	Ano1
4150.1606	1738.5537	Ano1
4155.9854	1405.1981	Ano1
4160.242	1403.8806	Ano1
4201.2505	1500.9669	Ano1
4204.017	1518.5725	Ano1
3746.1177	1479.2167	Ano1
3831.3171	1232.2532	Ano1
3846.9673	1130.8381	Ano1
4021.8933	1184.2761	Ano1
4025.7754	1182.6102	Ano1
4026.3535	1177.6492	Ano1
4030.1606	1520.8743	Ano1
4108.4883	1349.0697	Ano1
4155.4204	1404.1833	Ano1
3660.4321	1634.1002	Ano1
3744.4453	1474.7106	Ano1
3746.271	1477.4993	Ano1
3841.6296	1072.0765	Ano1
3882.5757	1019.2894	Ano1
3898.0696	1421.9253	Ano1
3977.1157	1584.8606	Ano1
4020.659	1566.5175	Ano1
4020.9324	1181.0643	Ano1
4021.3438	1570.9648	Ano1
4030.4758	1516.0371	Ano1
4031.4355	1523.0684	Ano1
4032.162	1518.5012	Ano1
4087.4453	1568.6648	Ano1
4104.0703	1729.47	Ano1
4104.1045	1726.9995	Ano1
4131.961	1648.2074	Ano1
3614.283	1280.5569	Trp73
3810.437	1128.52	Trp73
3936.3638	1599.6743	Trp73
4108.8647	1197.2053	Trp73
4154.5586	1137.6965	Trp73
3658.0142	1579.8008	Spag16
3714.6387	1428.1846	Spag16
3743.8132	956.37146	Chat
3788.741	1428.1116	Chat
4060.7651	1276.5728	Chat
3741.205	1601.55	Spag16
3749.2954	1663.4678	Spag16
3861.549	1084.8912	Spag16
3941.9922	1090.601	Spag16
3644.2434	1393.4603	Ebf3
3707.063	1586.6102	Ebf3
3796.1772	1690.8359	Ebf3
3850.773	1461.7814	Ebf3
3855.0488	1507.7532	Ebf3
3914.8945	1695.9463	Ebf3
3958.748	989.86346	Ebf3
3977.2524	1247.9202	Ebf3
4034.4688	1598.0994	Ebf3
4084.484	1664.6553	Ebf3
3779.5962	1171.3073	Nts
3946.8782	1741.3162	Nts
3951.4485	1737.7269	Nts
4006.2078	1610.6791	Nts
4020.8704	1701.5706	Nts
4022.8367	1660.7965	Nts
4042.504	1619.321	Nts
4090.4976	1579.8956	Nts
4122.1475	1613.9911	Nts
4124.1934	1617.9496	Nts
4124.8315	1632.1904	Nts
4129.646	1670.3314	Nts
4133.007	1492.952	Nts
4142.332	1608.2513	Nts
4152.4736	1550.359	Nts
4153.804	1542.5402	Nts
4170.77	1582.2336	Nts
4201.165	1552.2174	Nts
4202.443	1591.7985	Nts
4214.7773	1556.4741	Nts
4223.3433	1734.3191	Nts
4223.774	1737.1599	Nts
3966.629	1440.1746	Ebf3
4008.7488	1466.2092	Ebf3
4124.541	1714.0225	Ebf3
4126.6265	1419.2386	Ebf3
4178.0474	1747.8002	Spag16
3622.1965	997.9331	Chat
3648.4297	1462.3314	Nts
3825.9272	1184.0725	Nts
3845.1277	1119.1144	Nts
3854.925	1644.8162	Nts
3873.6362	908.5946	Chat
3876.6328	1467.4974	Chat
3977.4878	1429.0774	Nts
3982.3003	1668.8125	Nts
3987.7915	1495.848	Nts
3995.0854	1488.0765	Nts
4001.827	1488.2849	Nts
4006.2786	1496.5458	Nts
4008.4001	1601.2914	Nts
4010.6492	1412.571	Nts
4022.8274	1694.4255	Nts
4030.4258	1697.6176	Nts
4041.9155	1739.0543	Nts
4043.7625	1621.8878	Nts
4045.3862	1682.3539	Nts
4046.8718	1698.1156	Chat
4084.7454	1517.4008	Nts
4088.085	1535.6616	Nts
4095.905	1532.0784	Nts
4100.6694	1489.3104	Nts
4104.9043	1485.677	Nts
4114.024	1537.0693	Nts
4114.128	1512.8839	Nts
4117.798	1653.0974	Nts
4119.2124	1039.2795	Chat
4122.5225	1639.4375	Nts
4123.811	1680.1146	Nts
4124.0576	1619.3367	Nts
4126.977	1600.2249	Nts
4130.091	1610.8766	Nts
4135.8774	1593.6117	Nts
4137.9165	1592.9131	Nts
4138.5435	1505.7611	Nts
4144.9585	1662.9236	Nts
4147.779	1565.9996	Nts
4155.1504	1665.6296	Nts
4165.4424	1470.3727	Nts
4165.5234	1472.2522	Nts
4168.6772	1628.8408	Nts
4172.024	1442.8232	Nts
4175.8545	1629.1221	Nts
4176.7227	1628.3218	Nts
4185.5317	1619.0494	Nts
4188.753	1614.3463	Nts
4195.9795	1578.8356	Nts
4197.3335	1579.9949	Nts
4198.272	1602.6638	Nts
4208.617	1721.6012	Nts
4224.8613	1743.3064	Nts
4225.645	1754.382	Nts
4227.894	1568.4321	Nts
4229.9126	1737.5997	Nts
4230.912	1696.1902	Nts
4233.902	1736.8689	Nts
3640.2446	1067.324	Chat
3740.3074	954.62286	Chat
3744.4487	949.98517	Chat
3744.431	954.07166	Chat
3890.9624	1253.0508	Chat
4159.872	1705.958	Chat
3655.3308	1222.0309	Ebf3
3660.093	1631.7024	Ano1
3720.7134	1366.5281	Ano1
3751.7166	969.0108	Ebf3
3758.758	1705.0203	Ebf3
3781.6907	1145.8724	Ano1
3782.7964	1148.4125	Ano1
3813.7827	1184.8792	Ano1
3842.6035	1069.079	Ano1
3850.673	958.6455	Ebf3
3857.9185	1196.9087	Ebf3
3864.3423	1386.1548	Ano1
3872.3462	1358.1951	Ebf3
3872.4863	1510.5895	Ano1
3881.041	1022.2324	Ano1
3885.198	1746.2732	Ebf3
3887.47	1318.5374	Ebf3
3895.3145	938.6416	Ano1
3899.3296	1424.7223	Ano1
3920.6128	1263.0938	Ebf3
3929.6082	1603.9409	Ebf3
3937.0474	1734.8545	Ebf3
3948.8262	1106.9579	Ebf3
3949.7427	970.39636	Ano1
3978.714	1639.5798	Ebf3
3988.458	945.4823	Ano1
3996.7551	1553.5361	Ano1
4006.679	1607.9661	Ano1
4019.143	1182.6948	Ano1
4032.032	1520.3499	Ano1
4057.9673	1018.6543	Ano1
4060.2507	1090.5352	Ano1
4064.664	1341.0778	Ano1
4065.084	1204.3672	Ebf3
4065.218	1698.6742	Ebf3
4086.7625	1326.7097	Ano1
4127.6045	1348.5992	Ano1
4141.8594	1719.7793	Ano1
4143.7344	965.20087	Ano1
4162.131	1397.488	Ebf3
4165.188	1122.6833	Ebf3
3709.6702	1754.2318	Trp73
3838.4976	931.5291	Trp73
4000.0332	958.2034	Trp73
4162.551	894.43787	Trp73
4227.719	1504.9268	Trp73
3695.08	1056.5997	Nts
3839.8457	1572.0056	Nts
3900.8862	1762.394	Nts
3902.6243	1757.0276	Nts
3951.5657	1736.4625	Nts
3984.3274	1708.5037	Nts
3984.4922	1757.6426	Nts
3986.7578	1752.8533	Nts
3993.0078	1657.6761	Nts
4004.8042	1486.3967	Nts
4006.6328	1604.3928	Nts
4011.3374	1641.9243	Nts
4016.233	1411.7722	Nts
4018.7104	1677.8274	Nts
4043.7207	1619.64	Nts
4047.3145	1614.7748	Nts
4065.3977	1554.9375	Nts
4075.8071	1560.9913	Nts
4077.0754	1604.63	Nts
4080.5444	1625.444	Nts
4080.772	1629.4629	Nts
4081.9746	1630.4089	Nts
4100.749	1554.7957	Nts
4102.2104	1484.4381	Nts
4103.5674	1537.8053	Nts
4104.4478	1608.3475	Nts
4105.205	1578.8143	Nts
4107.518	1572.2301	Nts
4117.257	1646.8281	Nts
4117.57	1661.7542	Nts
4121.2725	1571.8422	Nts
4138.0864	1567.4055	Nts
4160.87	1637.1547	Nts
4163.2764	1690.45	Nts
4170.392	1435.4226	Nts
4190.653	1604.9955	Nts
4192.134	1601.9271	Nts
4192.9414	1612.0986	Nts
4201.2773	1647.1726	Nts
4201.7197	1540.4265	Nts
4204.4087	1569.5293	Nts
4206.605	1573.7979	Nts
4210.6616	1552.5115	Nts
4218.7446	1733.4039	Nts
4225.9395	1739.1326	Nts
4559.932	1485.8713	Chat
4656.7046	1302.8274	Chat
4661.3135	1612.6649	Trp73
4716.8955	1163.5934	Trp73
4324.674	1591.3164	Ano1
4337.1655	1124.2792	Ano1
4340.502	1146.597	Ano1
4439.592	1726.3356	Ano1
4461.259	1318.6289	Ano1
4507.516	1748.333	Ano1
4536.788	1263.898	Ano1
4619.495	1019.90546	Ano1
4635.6274	1268.5868	Ano1
4680.568	1576.0496	Ano1
4738.875	1141.8231	Ano1
4752.831	1221.4199	Ano1
4754.861	1218.5707	Ano1
4783.293	1525.8718	Ano1
4790.7324	1739.6622	Ano1
4800.3066	1527.864	Ano1
4807.065	1237.4106	Ano1
4274.3564	1725.6475	Ebf3
4327.8877	1654.5137	Ebf3
4334.1357	1506.1694	Ebf3
4353.073	1270.692	Ebf3
4557.576	1328.332	Ebf3
4676.291	1075.1368	Ebf3
4702.969	1323.2483	Ebf3
4730.1177	1124.0885	Ebf3
4775.4155	1003.4305	Ebf3
4305.6494	1343.5797	Spag16
4467.8086	1288.1195	Spag16
4631.091	1057.124	Spag16
4667.9688	1542.1444	Spag16
4245.189	1727.4114	Nts
4247.884	1503.7328	Nts
4255.328	1579.9801	Nts
4259.228	1769.6366	Nts
4300.237	1743.819	Nts
4675.6426	1734.6531	Nts
4223.707	1739.9221	Nts
4228.24	1703.4172	Nts
4229.033	1737.7942	Nts
4236.087	1703.526	Nts
4241.805	1547.8147	Nts
4243.8755	1547.0984	Nts
4248.804	1722.1143	Nts
4250.8916	899.0013	Nts
4253.4517	1721.637	Nts
4258.072	1623.647	Nts
4284.447	1694.1351	Nts
4306.822	1570.7363	Nts
4313.615	1702.7175	Nts
4313.0137	1281.011	Nts
4352.9087	1723.4459	Nts
4453.204	1345.258	Nts
4509.8833	1665.4541	Nts
4579.688	1109.9562	Nts
4835.6553	1227.6638	Nts
4386.507	1503.2955	Trp73
4523.379	1525.2172	Trp73
4628.6694	1353.8037	Spag16
4726.3564	1717.0583	Trp73
4788.576	981.49585	Spag16
4260.4365	1334.5713	Ebf3
4282.4136	1479.3937	Ebf3
4308.8916	1111.1796	Ebf3
4392.166	1648.1644	Ebf3
4468.8037	1049.7659	Ebf3
4560.227	951.4091	Ebf3
4574.1567	1421.1835	Ebf3
4660.3696	1218.5875	Ebf3
4727.658	1273.6229	Ebf3
4758.2837	1239.3909	Ebf3
4242.366	990.76825	Chat
4248.2134	1361.16	Ano1
4311.6294	1194.2661	Ano1
4364.6323	1275.5117	Ano1
4383.5845	1062.8209	Chat
4383.978	1299.1329	Ano1
4410.061	1300.726	Ano1
4412.7383	1038.7285	Ano1
4417.75	1036.591	Ano1
4534.928	952.21893	Chat
4536.8447	944.39417	Chat
4536.5703	1260.8687	Ano1
4539.2944	1263.8816	Ano1
4540.9697	1377.4209	Chat
4541.579	1489.1488	Chat
4547.272	1377.5253	Chat
4569.413	1632.191	Chat
4574.9004	1014.317	Chat
4582.299	1110.858	Ano1
4585.3047	1509.2998	Chat
4623.329	1653.0046	Chat
4623.8135	1649.1143	Chat
4627.597	1660.6326	Chat
4627.925	1655.5798	Chat
4631.454	926.7047	Chat
4638.0293	1270.1731	Ano1
4708.797	949.3237	Ano1
4717.6187	1642.2109	Ano1
4718.1455	1690.3171	Ano1
4756.166	1575.9429	Ano1
4763.094	1271.0002	Ano1
4776.591	1514.0555	Chat
4780.528	904.8962	Ano1
4784.7944	1497.294	Ano1
4786.3115	1494.5544	Ano1
4788.7188	1518.263	Ano1
4792.543	1494.4791	Ano1
4814.748	1191.2439	Ano1
4822.4546	1086.6716	Ano1
4833.158	1418.0039	Ano1
4371.0186	986.71814	Ano1
4441.3267	1724.9569	Ano1
4627.531	1716.0366	Ano1
4725.4546	1373.5613	Ano1
4729.844	1089.5216	Ano1
4744.033	1452.675	Ano1
4227.377	1389.9126	Ano1
4243.886	1432.1887	Ano1
4266.0225	1669.4142	Ano1
4284.4062	1635.1592	Ano1
4311.533	1651.237	Ano1
4347.362	1312.7025	Ano1
4368.6377	1728.3103	Ano1
4392.367	990.27637	Ano1
4444.187	1221.7568	Ano1
4446.271	1233.6991	Ano1
4508.4736	1744.2406	Ano1
4538.1226	1258.0352	Ano1
4553.517	1746.9746	Ano1
4599.6963	1362.4663	Ano1
4617.833	1019.2997	Ano1
4682.234	1579.7601	Ano1
4739.1826	1120.1067	Ano1
4750.591	1591.2888	Ano1
4757.5576	1212.7964	Ano1
4787.0674	1415.9612	Ano1
4793.464	965.7267	Ano1
4798.968	1390.9475	Ano1
4284.8086	1673.4053	Trp73
4481.5044	1689.6051	Trp73
4652.733	1518.0632	Trp73
4814.829	1036.7069	Trp73
4297.444	1537.2388	Spag16
4356.032	1765.0396	Spag16
4642.807	1620.4799	Spag16
4662.885	1324.6903	Spag16
4698.366	1205.9683	Spag16
4834.9556	1007.466	Spag16
4531.671	950.8949	Chat
4533.7915	951.57776	Chat
4535.744	944.4115	Chat
4541.7534	1383.3729	Chat
4545.9985	1382.137	Chat
4629.1304	1660.9543	Chat
4630.7993	1647.3153	Chat
4636.6265	1260.323	Chat
4795.904	1422.1973	Chat
4453.0283	1516.9255	Spag16
4546.977	1293.2407	Spag16
4563.25	1588.0177	Spag16
4741.6406	1128.9454	Spag16
4424.3423	1680.5388	Ebf3
4466.709	1595.0222	Ebf3
4471.5283	1260.175	Ebf3
4589.0073	966.7635	Ebf3
4613.3306	1132.0446	Ebf3
4662.3267	1322.3318	Ebf3
4748.3223	1455.7903	Ebf3
4813.079	1233.2042	Ebf3
4227.271	1745.7281	Nts
4229.9023	1737.9978	Nts
4252.072	1580.9911	Nts
4252.7754	1583.1135	Nts
4253.3457	1624.1586	Nts
4258.13	1693.612	Nts
4441.585	1726.434	Nts
4267.038	1710.0957	Ebf3
4392.583	1689.9231	Ebf3
4458.7515	1094.1624	Ebf3
4572.2134	1622.1042	Ebf3
4709.671	1463.343	Ebf3
4797.7446	1386.328	Ebf3
4356.5283	998.8076	Spag16
4770.4033	1624.4932	Spag16
4223.2656	1737.0745	Nts
4225.4746	1739.0098	Nts
4234.3477	1703.1008	Nts
4237.9585	1672.7028	Chat
4245.113	1548.8378	Nts
4249.979	961.67676	Nts
4248.7295	1589.9156	Nts
4251.135	1699.226	Nts
4253.501	1731.678	Nts
4256.5264	1708.6332	Nts
4260.3525	1737.9172	Nts
4262.0044	1698.2921	Nts
4262.5903	1736.3896	Nts
4262.5522	1720.8278	Nts
4268.681	1670.6207	Nts
4331.4893	1466.9958	Nts
4341.4106	1753.407	Chat
4427.8843	971.6045	Chat
4533.7993	948.5991	Chat
4533.7705	952.4032	Chat
4535.538	949.82935	Chat
4535.873	945.4305	Chat
4537.486	945.1776	Chat
4539.4395	1383.0725	Chat
4543.632	1382.2471	Chat
4581.1753	1112.9171	Nts
4583.0786	1110.558	Nts
4593.1978	1511.9408	Chat
4604.4834	1150.2628	Chat
4795.3438	1037.5222	Chat
4816.574	1685.5494	Nts
4341.4297	1751.516	Chat
4383.085	1728.2058	Chat
4472.2954	1520.7789	Chat
4530.755	949.53625	Chat
4535.9727	949.37256	Chat
4543.509	1379.8816	Chat
4566.995	900.8766	Chat
4578.1357	1373.6638	Chat
4585.0923	1507.892	Chat
4627.626	1661.2633	Chat
4627.868	1659.7996	Chat
4250.5557	967.03955	Ano1
4267.478	1579.1467	Ebf3
4271.036	1267.4259	Ebf3
4282.367	1382.469	Ebf3
4287.0996	1290.9635	Ebf3
4315.085	1323.1317	Ebf3
4319.274	1654.8586	Ano1
4325.528	1259.2759	Ebf3
4344.053	1669.4117	Ano1
4385.6436	1298.3938	Ano1
4428.375	1096.027	Ano1
4469.3545	1462.0886	Ano1
4502.479	1746.5989	Ebf3
4511.39	1741.3756	Ebf3
4544.488	1600.7623	Ano1
4638.511	1268.0323	Ano1
4653.719	922.91956	Ebf3
4672.079	1572.5509	Ano1
4682.7563	1578.4734	Ano1
4686.6196	1580.121	Ano1
4704.2993	1656.7357	Ebf3
4710.0967	1156.6052	Ebf3
4719.4395	943.38696	Ano1
4736.569	1226.927	Ebf3
4741.2495	1127.9042	Ano1
4742.5234	1122.3629	Ano1
4744.5137	1131.8955	Ano1
4749.458	1618.103	Ebf3
4754.7275	1262.823	Ano1
4756.608	1242.9373	Ano1
4758.292	1259.0354	Ano1
4759.2617	1262.113	Ebf3
4763.5356	1261.334	Ano1
4791.604	955.813	Ano1
4801.588	1288.7526	Ebf3
4821.87	1463.2314	Ebf3
4824.527	1575.9484	Ebf3
4259.1387	1640.1921	Trp73
4611.765	1310.0961	Trp73
4614.329	1107.4287	Trp73
4218.5713	1735.5508	Nts
4222.1196	1738.0149	Nts
4225.5127	1744.809	Nts
4227.91	1652.016	Nts
4231.903	1752.3232	Nts
4249.3833	1635.9124	Nts
4257.471	1720.35	Nts
4257.362	1696.5603	Nts
4259.63	1737.6781	Nts
4260.9277	1733.5892	Nts
4261.8076	1756.8375	Nts
4263.3174	1726.0494	Nts
4264.79	1723.3958	Nts
4277.6177	1516.7689	Nts
4307.176	1745.522	Nts
4513.4907	1766.2739	Nts
4535.25	1388.7383	Nts
4574.0317	1677.5613	Nts
4686.7974	993.0575	Nts
4829.0283	1494.4543	Nts
5225.911	1975.6614	Chat
5291.6294	1898.7506	Chat
4833.942	2129.3027	Trp73
4954.7656	2450.5708	Trp73
4970.7812	2506.2917	Trp73
4976.1123	2563.7915	Trp73
5124.169	2605.003	Trp73
5126.309	2605.0522	Trp73
5187.9683	2440.8127	Trp73
5295.6353	2350.4934	Trp73
5338.4272	2573.621	Trp73
5361.2144	2409.0615	Trp73
5370.421	2277.601	Trp73
5413.613	2280.236	Trp73
4822.6143	2368.1262	Ano1
4882.862	2168.186	Ano1
4899.3623	2257.0178	Ano1
4907.8145	1859.1998	Ano1
4910.3296	2147.8406	Ano1
4924.853	2353.633	Ano1
4929.1646	2330.451	Ano1
4937.075	2233.2312	Ano1
4937.4307	2232.1387	Ano1
4939.475	2148.1343	Ano1
4941.216	2230.5889	Ano1
4974.614	2197.8755	Ano1
4976.024	2242.2227	Ano1
5001.2173	2231.2905	Ano1
5009.843	2140.3625	Ano1
5027.108	2309.2217	Ano1
5033.925	2251.5261	Ano1
5038.9287	2159.4888	Ano1
5042.39	2283.5562	Ano1
5043.9014	2284.1724	Ano1
5065.1816	2619.9849	Ano1
5076.5483	2335.553	Ano1
5077.8267	1919.4932	Ano1
5078.385	2135.831	Ano1
5086.785	2315.85	Ano1
5096.347	2446.4387	Ano1
5141.884	2018.553	Ano1
5142.1123	2048.7483	Ano1
5142.5493	2279.9194	Ano1
5148.8916	2273.7239	Ano1
5172.622	2029.5189	Ano1
5182.7954	2114.6226	Ano1
5192.747	2132.6035	Ano1
5195.213	2254.3823	Ano1
5208.8643	2123.9233	Ano1
5218.462	2015.1774	Ano1
5234.527	2580.1914	Ano1
5260.7783	1912.7883	Ano1
5264.759	2187.9875	Ano1
5265.1187	2631.3293	Ano1
5273.191	2135.1135	Ano1
5282.4624	1981.4963	Ano1
5285.3394	1944.6586	Ano1
5286.6396	2163.4468	Ano1
5300.684	2098.944	Ano1
5303.348	2084.7434	Ano1
5304.614	1866.7587	Ano1
5329.2163	2047.8256	Ano1
5347.4307	1983.9088	Ano1
5348.3994	1934.1296	Ano1
5351.277	1989.1517	Ano1
5357.537	2035.319	Ano1
5360.068	2036.2408	Ano1
5362.4907	1972.1436	Ano1
5379.362	1799.9437	Ano1
5411.198	2208.2087	Ano1
5441.764	1945.7585	Ano1
4867.4053	2601.407	Ebf3
4869.604	1858.5599	Ebf3
4867.956	2345.5334	Ebf3
4872.5703	1821.3174	Ebf3
4900.0854	2381.9922	Ebf3
4906.89	2368.1753	Ebf3
4916.5396	2159.7078	Ebf3
4918.8726	2058.4758	Ebf3
4923.5854	2371.4128	Ebf3
4980.7656	2334.748	Ebf3
4987.9736	2338.497	Ebf3
4989.4795	2346.0457	Ebf3
5027.288	2449.4128	Ebf3
5028.2515	2328.1062	Ebf3
5039.6904	2253.1548	Ebf3
5043.336	2102.0693	Ebf3
5058.182	2301.4329	Ebf3
5072.4897	2454.8718	Ebf3
5169.1494	2078.8455	Ebf3
5170.616	2337.5437	Ebf3
5177.9077	2149.6309	Ebf3
5180.384	2236.1338	Ebf3
5237.0107	2106.5527	Ebf3
5253.3984	2179.4766	Ebf3
5258.7627	1931.2822	Ebf3
5262.9688	1919.3943	Ebf3
5273.1436	2571.8157	Ebf3
5286.703	2099.7534	Ebf3
5297.0645	1933.5295	Ebf3
5308.5713	2214.2046	Ebf3
5311.3003	1904.8652	Ebf3
5322.0933	2368.688	Ebf3
5350.04	2570.9646	Ebf3
5375.48	2525.0532	Ebf3
5377.47	1931.5175	Ebf3
5425.826	2041.5847	Ebf3
5429.7705	2584.092	Ebf3
5054.3115	2563.0935	Spag16
5118.517	2291.03	Spag16
5418.8154	2269.0356	Spag16
4923.758	2037.5638	Nts
4981.1885	2353.8533	Nts
5030.524	1988.274	Nts
5055.914	1967.9578	Nts
5063.0645	2621.7588	Nts
5063.298	1988.0471	Nts
5070.1724	1909.2207	Nts
5072.9272	2007.2935	Nts
5085.373	1981.2991	Nts
5101.0957	1983.4529	Nts
5109.4443	2512.2705	Nts
5117.8613	1963.4319	Nts
5187.229	1918.6746	Nts
5200.2363	1914.588	Nts
5250.0713	1853.9742	Nts
5260.9775	1798.707	Nts
5261.1797	1817.1716	Nts
5274.457	1762.1113	Nts
5301.143	2300.3987	Nts
5320.975	2146.558	Nts
4960.4253	2349.4006	Nts
4975.6826	2350.2292	Nts
5039.767	1981.8105	Nts
5046.8535	2086.7214	Nts
5058.496	2282.592	Nts
5063.8057	2618.6755	Nts
5063.7246	1988.9856	Nts
5064.5874	2623.0422	Nts
5069.8267	1953.805	Nts
5071.407	1900.445	Nts
5080.4927	1987.1736	Nts
5093.2456	2444.6245	Nts
5093.736	2444.1892	Nts
5102.9077	1860.912	Nts
5105.8213	1939.4401	Nts
5110.9004	2172.315	Nts
5131.216	1982.5105	Nts
5132.8623	1933.8678	Nts
5135.1816	1983.4701	Nts
5136.073	1984.1653	Nts
5169.5503	2158.9307	Nts
5174.072	1954.5869	Nts
5185.702	1826.3475	Nts
5186.464	1916.2249	Nts
5198.9365	1916.262	Nts
5219.797	1795.1656	Nts
5232.87	1781.0387	Nts
5234.122	1941.5065	Nts
5239.8	1889.4567	Nts
5243.8047	1780.7363	Nts
5245.2676	1918.2435	Nts
5251.681	1790.8544	Nts
5253.3022	1859.3682	Nts
5266.074	1815.7522	Nts
5277.9316	1925.7112	Nts
5281.4116	1829.2922	Nts
5290.827	1784.8088	Nts
5291.756	1785.5718	Nts
5293.134	1787.0596	Nts
5293.527	1788.1244	Nts
5295.9175	1773.8678	Nts
5296.8296	1834.6526	Nts
5298.29	1864.2957	Nts
5317.389	1809.7263	Nts
5327.0176	1814.0525	Nts
5332.492	1831.4056	Nts
5350.8447	1784.7375	Nts
5352.819	1779.6125	Nts
5384.0674	1812.1575	Nts
5388.5464	1960.3711	Nts
4846.0527	2127.5063	Trp73
4916.998	2532.3442	Trp73
4916.6123	2324.1802	Trp73
4922.8486	2323.909	Spag16
4971.745	2523.7458	Trp73
5062.5	2164.3667	Spag16
5107.45	2436.766	Trp73
5122.517	2602.8977	Trp73
5125.958	2603.4988	Trp73
5126.5645	2606.074	Trp73
5144.1816	2117.2095	Trp73
5145.7593	2002.7732	Spag16
5235.6504	2127.2085	Spag16
5277.6787	2298.8184	Trp73
5339.6255	2334.3044	Trp73
5347.9404	2571.5024	Trp73
5350.7446	2572.1807	Trp73
5419.645	2591.3884	Trp73
5432.578	2584.5125	Trp73
5436.2607	2593.2688	Trp73
5441.1987	2302.4043	Trp73
4862.993	2399.79	Ebf3
4911.078	2074.4976	Ebf3
5021.001	2196.5464	Ebf3
5028.961	2126.6152	Ebf3
5036.09	2025.5393	Ebf3
5041.0186	2149.5964	Ebf3
5075.536	2216.3425	Ebf3
5109.8735	2182.9617	Ebf3
5128.917	2512.0142	Ebf3
5162.2173	2620.5103	Ebf3
5172.9243	2237.4927	Ebf3
5173.96	2480.123	Ebf3
5174.307	2581.358	Ebf3
5185.4766	1863.557	Ebf3
5202.361	2204.6323	Ebf3
5205.754	2044.2932	Ebf3
5206.049	2034.5925	Ebf3
5319.491	1905.2034	Ebf3
5323.593	2608.128	Ebf3
5358.65	2061.6765	Ebf3
5380.126	2449.6672	Ebf3
5385.7603	2539.8765	Ebf3
5414.508	2589.158	Ebf3
5433.1606	2588.4404	Ebf3
4831.758	2596.5557	Ano1
4843.0264	2352.6567	Chat
4853.862	2168.4814	Ano1
4867.4507	2362.1724	Ano1
4875.077	2283.4548	Ano1
4882.5913	2536.1982	Ano1
4889.4634	2432.316	Ano1
4891.928	2587.0273	Ano1
4905.9224	2631.2324	Ano1
4913.258	2196.8442	Ano1
4946.331	2167.4983	Ano1
4953.7764	2351.5356	Chat
4961.2617	2437.5288	Ano1
4972.259	2298.4417	Ano1
4972.7075	2298.712	Ano1
5006.516	2338.0027	Ano1
5013.9688	2363.2688	Ano1
5015.8174	2278.272	Ano1
5026.69	2308.298	Ano1
5034.8374	2360.8557	Ano1
5042.0625	2283.1729	Ano1
5082.082	1919.677	Ano1
5082.2715	1918.143	Ano1
5089.469	2140.6138	Ano1
5097.3477	2317.958	Ano1
5108.268	2289.4614	Ano1
5109.2363	1775.3889	Ano1
5113.805	2093.0427	Ano1
5116.622	2012.0442	Ano1
5120.1196	2009.6029	Chat
5127.958	2287.7573	Ano1
5130.1997	2005.9857	Ano1
5130.4897	2111.9087	Ano1
5133.4517	2071.0208	Ano1
5133.669	2166.699	Ano1
5133.9834	2072.2605	Ano1
5142.792	2497.6501	Ano1
5164.2803	2006.791	Ano1
5167.5654	2163.71	Ano1
5168.165	2203.4438	Ano1
5180.8867	1957.2037	Ano1
5195.899	1891.595	Ano1
5202.3247	2170.553	Ano1
5221.5522	2111.8574	Ano1
5223.169	1871.0287	Ano1
5224.078	1872.3217	Ano1
5234.5947	2169.901	Ano1
5234.613	2104.5166	Ano1
5236.9336	2077.829	Ano1
5244.581	1984.1481	Ano1
5254.0605	2385.4485	Ano1
5259.4043	2573.18	Ano1
5261.156	2575.2786	Ano1
5262.5054	1914.4528	Ano1
5265.714	2203.1387	Ano1
5277.032	2175.0454	Ano1
5282.331	2550.7944	Ano1
5287.168	1967.6692	Ano1
5288.8516	2059.4185	Chat
5291.8335	2587.4207	Chat
5310.3975	2006.3757	Ano1
5334.604	2051.7292	Ano1
5336.991	2405.1335	Chat
5343.1147	1897.4418	Ano1
5346.55	2007.9094	Ano1
5347.5625	2007.1887	Ano1
5353.999	2043.9734	Ano1
5367.6006	2343.3257	Ano1
5374.3545	2088.3137	Chat
5401.275	1922.7516	Ano1
5404.468	2075.9814	Ano1
5409.4614	2209.084	Ano1
5414.1177	2071.1177	Ano1
